TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
TXN0045104,2024-04-09,Vacuum Cleaner,Home & Kitchen,North,Online,2,3653.05,7306.1,Net Banking,CUST02944
TXN0017025,2024-04-09,Bluetooth Speaker,Electronics,East,Offline,2,20132.91,40265.82,Net Banking,CUST10342
TXN0015323,2024-04-09,Face Wash,Beauty & Personal Care,North,Offline,1,132.85,132.85,Cash,CUST01287
TXN0018901,2024-04-09,Novel,Books & Stationery,North,Online,2,1130.11,2260.22,UPI,CUST05342
TXN0024913,2024-04-09,Sketchbook,Books & Stationery,South,Online,1,1121.06,1121.06,Net Banking,CUST00543
TXN0030321,2024-04-09,Sweater,Clothing,East,Offline,1,1952.84,1952.84,Net Banking,CUST01734
TXN0009989,2024-04-09,Perfume,Beauty & Personal Care,West,Offline,1,1240.21,1240.21,UPI,CUST00898
TXN0030326,2024-04-09,Laptop,Electronics,North,Offline,2,32021.5,64043.0,Credit Card,CUST07771
TXN0031910,2024-04-09,Wheat Flour 5kg,Groceries,West,Online,1,621.53,621.53,UPI,CUST08465
TXN0000949,2024-04-09,Power Bank,Electronics,South,Offline,4,1122.27,4489.08,UPI,CUST04285
TXN0027180,2024-04-09,Football,Sports & Fitness,East,Online,1,3659.18,3659.18,UPI,CUST03578
TXN0002665,2024-04-09,Dress,Clothing,East,Online,1,1529.66,1529.66,UPI,CUST11591
TXN0040754,2024-04-09,Formal Shirt,Clothing,West,Offline,1,2606.92,2606.92,Credit Card,CUST04689
TXN0002800,2024-04-10,Sneakers,Clothing,South,Offline,2,1251.64,2503.28,Cash,CUST06716
TXN0010410,2024-04-10,Dumbbell Set,Sports & Fitness,North,Online,4,2851.74,11406.96,UPI,CUST09631
TXN0039276,2024-04-10,Non-stick Pan,Home & Kitchen,North,Online,1,4397.5,4397.5,Net Banking,CUST10461
TXN0022343,2024-04-10,Spices Pack,Groceries,South,Online,2,764.72,1529.44,Credit Card,CUST01107
TXN0005797,2024-04-10,Bedsheet Set,Home & Kitchen,West,Online,1,2725.41,2725.41,Credit Card,CUST10483
TXN0046001,2024-04-10,Lotion,Beauty & Personal Care,North,Online,3,764.3,2292.9,UPI,CUST08635
TXN0003276,2024-04-10,Dress,Clothing,North,Online,1,1177.92,1177.92,UPI,CUST04059
TXN0020890,2024-04-10,Coffee Jar,Groceries,East,Online,1,580.66,580.66,Credit Card,CUST07039
TXN0032436,2024-04-10,Backpack,Books & Stationery,North,Offline,2,113.86,227.72,Net Banking,CUST04785
TXN0046319,2024-04-10,Dress,Clothing,West,Online,3,1551.18,4653.54,UPI,CUST09916
TXN0034181,2024-04-10,Mixer Grinder,Home & Kitchen,South,Offline,1,1560.76,1560.76,UPI,CUST05292
TXN0014769,2024-04-10,Notebook Pack,Books & Stationery,South,Offline,1,520.8,520.8,UPI,CUST09921
TXN0041595,2024-04-10,Pressure Cooker,Home & Kitchen,South,Online,2,778.14,1556.28,Cash,CUST02126
TXN0021329,2024-04-10,Cooking Oil 1L,Groceries,East,Offline,3,85.7,257.1,UPI,CUST07939
TXN0047697,2024-04-10,Water Bottle,Home & Kitchen,East,Online,2,2963.58,5927.16,Net Banking,CUST01811
TXN0004981,2024-04-10,Spices Pack,Groceries,East,Online,1,664.15,664.15,UPI,CUST08785
TXN0033859,2024-04-10,Formal Shirt,Clothing,West,Online,5,3097.24,15486.2,UPI,CUST08261
TXN0035519,2024-04-10,Power Bank,Electronics,North,Offline,3,52103.99,156311.97,Credit Card,CUST06129
TXN0020089,2024-04-10,Non-stick Pan,Home & Kitchen,West,Online,1,7852.49,7852.49,Credit Card,CUST06423
TXN0002077,2024-04-10,Smartphone,Electronics,North,Online,1,22619.74,22619.74,Credit Card,CUST08761
TXN0036427,2024-04-10,T-Shirt,Clothing,South,Offline,1,3154.6,3154.6,UPI,CUST03866
TXN0040453,2024-04-10,Cooking Oil 1L,Groceries,South,Online,2,680.63,1361.26,UPI,CUST05921
TXN0047637,2024-04-10,Smartwatch,Electronics,North,Offline,1,20519.82,20519.82,Cash,CUST06018
TXN0009760,2024-04-10,Lipstick,Beauty & Personal Care,North,Online,2,1572.14,3144.28,Credit Card,CUST08433
TXN0021026,2024-04-10,Vacuum Cleaner,Home & Kitchen,North,Offline,3,4771.63,14314.89,Net Banking,CUST01691
TXN0018126,2024-04-10,Novel,Books & Stationery,North,Offline,2,791.62,1583.24,UPI,CUST11968
TXN0027812,2024-04-10,Smartwatch,Electronics,West,Online,4,6021.26,24085.04,Credit Card,CUST01720
TXN0046011,2024-04-10,Vacuum Cleaner,Home & Kitchen,South,Online,1,6664.44,6664.44,Credit Card,CUST11632
TXN0000663,2024-04-10,Bedsheet Set,Home & Kitchen,East,Online,1,5168.76,5168.76,UPI,CUST08960
TXN0001186,2024-04-10,Perfume,Beauty & Personal Care,East,Online,3,1312.4,3937.2,Cash,CUST08288
TXN0043365,2024-04-10,Pressure Cooker,Home & Kitchen,East,Offline,3,5403.15,16209.45,UPI,CUST07235
TXN0021655,2024-04-10,Dumbbell Set,Sports & Fitness,South,Online,4,4314.6,17258.4,Cash,CUST05997
TXN0028370,2024-04-10,Bedsheet Set,Home & Kitchen,North,Online,4,4623.84,18495.36,UPI,CUST07124
TXN0035060,2024-04-10,Pen Set,Books & Stationery,North,Offline,3,1053.51,3160.53,UPI,CUST09799
TXN0031836,2024-04-10,Water Bottle,Home & Kitchen,East,Offline,1,2333.16,2333.16,Cash,CUST07814
TXN0035361,2024-04-10,Tablet,Electronics,South,Online,1,21571.64,21571.64,UPI,CUST04402
TXN0009091,2024-04-10,Sneakers,Clothing,North,Online,3,444.5,1333.5,Credit Card,CUST01476
TXN0029276,2024-04-10,Sketchbook,Books & Stationery,East,Offline,1,1077.76,1077.76,Cash,CUST07745
TXN0041337,2024-04-10,Vacuum Cleaner,Home & Kitchen,East,Online,4,5524.17,22096.68,Credit Card,CUST01236
TXN0043648,2024-04-10,Smartwatch,Electronics,South,Online,2,11900.5,23801.0,UPI,CUST06842
TXN0037251,2024-04-10,Tablet,Electronics,East,Online,4,18808.15,75232.6,Net Banking,CUST11453
TXN0006308,2024-04-10,Smartwatch,Electronics,East,Online,4,1272.37,5089.48,Cash,CUST02462
TXN0044774,2024-04-10,Shampoo,Beauty & Personal Care,North,Offline,1,1240.08,1240.08,UPI,CUST01232
TXN0002942,2024-04-10,Smartphone,Electronics,South,Online,1,42502.36,42502.36,Credit Card,CUST11710
TXN0016009,2024-04-10,Wheat Flour 5kg,Groceries,West,Online,4,321.68,1286.72,UPI,CUST10049
TXN0011845,2024-04-10,Smartphone,Electronics,North,Online,1,21725.44,21725.44,Cash,CUST11476
TXN0049212,2024-04-10,Smartwatch,Electronics,North,Online,2,51525.76,103051.52,UPI,CUST11397
TXN0017162,2024-04-10,Jacket,Clothing,North,Online,2,3061.93,6123.86,Credit Card,CUST02999
TXN0017124,2024-04-11,Bluetooth Speaker,Electronics,West,Offline,1,11963.31,11963.31,UPI,CUST03560
TXN0036113,2024-04-11,Power Bank,Electronics,East,Online,2,20298.32,40596.64,Credit Card,CUST03773
TXN0017043,2024-04-11,Smartphone,Electronics,South,Online,2,46221.42,92442.84,Cash,CUST08435
TXN0046765,2024-04-11,T-Shirt,Clothing,East,Online,2,3836.09,7672.18,UPI,CUST04819
TXN0046622,2024-04-11,Face Wash,Beauty & Personal Care,South,Offline,1,1546.65,1546.65,Credit Card,CUST08692
TXN0002782,2024-04-11,Vacuum Cleaner,Home & Kitchen,North,Offline,1,6429.36,6429.36,Credit Card,CUST08685
TXN0002648,2024-04-11,Running Shoes,Sports & Fitness,East,Online,1,4174.3,4174.3,UPI,CUST00210
TXN0041312,2024-04-11,Sneakers,Clothing,West,Offline,1,1251.81,1251.81,Credit Card,CUST00858
TXN0025519,2024-04-11,Dress,Clothing,East,Offline,2,2081.28,4162.56,UPI,CUST08593
TXN0000127,2024-04-11,Non-stick Pan,Home & Kitchen,West,Online,1,7754.52,7754.52,Credit Card,CUST07010
TXN0046415,2024-04-11,Laptop,Electronics,North,Online,5,8578.39,42891.95,UPI,CUST05656
TXN0047294,2024-04-11,Sketchbook,Books & Stationery,West,Online,1,1057.03,1057.03,Credit Card,CUST08518
TXN0005384,2024-04-11,Tea Powder,Groceries,West,Online,1,183.3,183.3,Net Banking,CUST11578
TXN0046571,2024-04-11,Perfume,Beauty & Personal Care,East,Online,2,2095.84,4191.68,Cash,CUST08120
TXN0041614,2024-04-11,Bedsheet Set,Home & Kitchen,South,Online,4,2978.37,11913.48,UPI,CUST01466
TXN0016099,2024-04-11,Bluetooth Speaker,Electronics,North,Online,1,25115.48,25115.48,Cash,CUST07187
TXN0049794,2024-04-11,Tablet,Electronics,East,Offline,1,7783.73,7783.73,Credit Card,CUST09059
TXN0007569,2024-04-11,Lotion,Beauty & Personal Care,West,Online,1,1899.1,1899.1,Credit Card,CUST11588
TXN0007566,2024-04-11,Lipstick,Beauty & Personal Care,North,Online,3,1216.24,3648.72,UPI,CUST11557
TXN0016963,2024-04-11,Laptop,Electronics,East,Offline,2,31383.6,62767.2,Credit Card,CUST05594
TXN0007407,2024-04-11,Laptop,Electronics,West,Online,1,29298.98,29298.98,Credit Card,CUST10074
TXN0028212,2024-04-11,Water Bottle,Home & Kitchen,East,Online,3,2639.94,7919.82,Net Banking,CUST08057
TXN0012676,2024-04-11,Sweater,Clothing,South,Online,1,1349.1,1349.1,Cash,CUST00772
TXN0024805,2024-04-11,T-Shirt,Clothing,East,Offline,5,1082.48,5412.4,UPI,CUST00764
TXN0007107,2024-04-11,Sneakers,Clothing,North,Offline,1,2210.29,2210.29,Credit Card,CUST00143
TXN0018545,2024-04-11,Sneakers,Clothing,East,Online,1,3560.55,3560.55,UPI,CUST10847
TXN0036206,2024-04-11,Sunscreen,Beauty & Personal Care,East,Offline,2,283.26,566.52,Net Banking,CUST02857
TXN0003613,2024-04-11,Jacket,Clothing,East,Online,2,2660.0,5320.0,Net Banking,CUST03148
TXN0044828,2024-04-11,Sketchbook,Books & Stationery,North,Online,4,822.28,3289.12,Net Banking,CUST02627
TXN0014126,2024-04-11,T-Shirt,Clothing,West,Online,1,1089.73,1089.73,Net Banking,CUST07011
TXN0022526,2024-04-11,Coffee Jar,Groceries,East,Offline,1,620.9,620.9,Credit Card,CUST05779
TXN0022553,2024-04-11,Jacket,Clothing,North,Online,2,3207.72,6415.44,UPI,CUST02459
TXN0048074,2024-04-11,Face Wash,Beauty & Personal Care,East,Online,1,528.33,528.33,Net Banking,CUST00765
TXN0009669,2024-04-11,Shampoo,Beauty & Personal Care,West,Offline,1,2060.63,2060.63,Cash,CUST06480
TXN0032261,2024-04-11,Bedsheet Set,Home & Kitchen,West,Online,2,3116.64,6233.28,Credit Card,CUST02227
TXN0037907,2024-04-11,Cycling Helmet,Sports & Fitness,South,Online,4,3875.63,15502.52,UPI,CUST06317
TXN0005754,2024-04-11,Non-stick Pan,Home & Kitchen,West,Online,2,3067.06,6134.12,UPI,CUST02579
TXN0026630,2024-04-11,Cricket Bat,Sports & Fitness,West,Online,2,4705.03,9410.06,UPI,CUST04910
TXN0028683,2024-04-11,Smartwatch,Electronics,North,Offline,4,14150.2,56600.8,UPI,CUST04748
TXN0032354,2024-04-11,Formal Shirt,Clothing,North,Online,1,2612.17,2612.17,Credit Card,CUST07385
TXN0000191,2024-04-11,Water Bottle,Home & Kitchen,West,Online,2,3777.59,7555.18,UPI,CUST11531
TXN0032490,2024-04-11,Dumbbell Set,Sports & Fitness,North,Offline,1,3035.38,3035.38,UPI,CUST09092
TXN0037001,2024-04-11,Laptop,Electronics,North,Online,1,15540.14,15540.14,Credit Card,CUST02774
TXN0015790,2024-04-11,Football,Sports & Fitness,North,Online,1,3704.42,3704.42,Credit Card,CUST00617
TXN0036893,2024-04-11,Formal Shirt,Clothing,West,Online,1,3632.68,3632.68,Credit Card,CUST01609
TXN0029038,2024-04-11,Coffee Jar,Groceries,East,Offline,2,406.78,813.56,Cash,CUST11959
TXN0018565,2024-04-11,Cooking Oil 1L,Groceries,West,Online,2,786.04,1572.08,Credit Card,CUST03274
TXN0018885,2024-04-11,Lipstick,Beauty & Personal Care,East,Online,1,299.27,299.27,Credit Card,CUST02472
TXN0032830,2024-04-11,Sketchbook,Books & Stationery,West,Online,1,247.79,247.79,UPI,CUST01218
TXN0025858,2024-04-11,Perfume,Beauty & Personal Care,West,Offline,4,1350.26,5401.04,UPI,CUST09904
TXN0045938,2024-04-11,Lotion,Beauty & Personal Care,East,Online,2,1081.6,2163.2,Credit Card,CUST05514
TXN0039398,2024-04-11,Wheat Flour 5kg,Groceries,East,Online,4,719.44,2877.76,UPI,CUST03323
TXN0030827,2024-04-11,Spices Pack,Groceries,West,Online,1,824.01,824.01,UPI,CUST10993
TXN0008869,2024-04-11,Headphones,Electronics,South,Offline,4,841.93,3367.72,Cash,CUST04571
TXN0031871,2024-04-12,Cricket Bat,Sports & Fitness,North,Offline,4,3104.46,12417.84,Net Banking,CUST11132
TXN0008627,2024-04-12,Pressure Cooker,Home & Kitchen,North,Offline,3,7432.7,22298.1,Cash,CUST09091
TXN0031286,2024-04-12,Football,Sports & Fitness,East,Online,1,1776.99,1776.99,Net Banking,CUST11300
TXN0017583,2024-04-12,Smartwatch,Electronics,West,Offline,1,22223.98,22223.98,Credit Card,CUST02504
TXN0031661,2024-04-12,Pressure Cooker,Home & Kitchen,West,Online,2,4211.42,8422.84,Cash,CUST07275
TXN0031729,2024-04-12,Coffee Jar,Groceries,East,Offline,5,397.94,1989.7,Credit Card,CUST02467
TXN0000793,2024-04-12,Running Shoes,Sports & Fitness,West,Online,3,1174.45,3523.35,UPI,CUST04783
TXN0013660,2024-04-12,Dress,Clothing,East,Offline,4,3012.69,12050.76,Credit Card,CUST09390
TXN0016200,2024-04-12,Dumbbell Set,Sports & Fitness,North,Online,1,4045.98,4045.98,UPI,CUST06444
TXN0004317,2024-04-12,Bedsheet Set,Home & Kitchen,East,Offline,1,473.97,473.97,Credit Card,CUST08114
TXN0042562,2024-04-12,Spices Pack,Groceries,West,Online,4,225.23,900.92,Cash,CUST04277
TXN0004436,2024-04-12,Lotion,Beauty & Personal Care,South,Offline,3,1275.2,3825.6,Cash,CUST07502
TXN0027334,2024-04-12,Cricket Bat,Sports & Fitness,East,Online,1,1744.89,1744.89,UPI,CUST09962
TXN0012449,2024-04-12,Sugar 1kg,Groceries,South,Online,5,139.9,699.5,Credit Card,CUST01419
TXN0026698,2024-04-12,Mixer Grinder,Home & Kitchen,East,Online,2,5548.19,11096.38,Cash,CUST06078
TXN0032303,2024-04-12,Spices Pack,Groceries,North,Online,5,804.07,4020.35,UPI,CUST10399
TXN0003872,2024-04-12,Cooking Oil 1L,Groceries,North,Offline,2,68.69,137.38,UPI,CUST04883
TXN0021303,2024-04-12,Coffee Jar,Groceries,West,Online,4,670.87,2683.48,Net Banking,CUST07064
TXN0017106,2024-04-12,Vacuum Cleaner,Home & Kitchen,South,Online,2,4772.95,9545.9,Net Banking,CUST05925
TXN0012207,2024-04-12,Bluetooth Speaker,Electronics,East,Online,1,26351.85,26351.85,Net Banking,CUST06791
TXN0005701,2024-04-12,Power Bank,Electronics,South,Online,3,21920.72,65762.16,UPI,CUST08921
TXN0042283,2024-04-12,Sneakers,Clothing,North,Online,3,479.15,1437.45,UPI,CUST10645
TXN0026864,2024-04-12,Yoga Mat,Sports & Fitness,West,Offline,2,4770.05,9540.1,Credit Card,CUST09577
TXN0015980,2024-04-12,Wheat Flour 5kg,Groceries,South,Online,1,878.38,878.38,Credit Card,CUST10573
TXN0046587,2024-04-12,Sugar 1kg,Groceries,North,Online,2,242.46,484.92,UPI,CUST05555
TXN0049211,2024-04-12,Tablet,Electronics,West,Offline,4,19914.1,79656.4,UPI,CUST10406
TXN0037362,2024-04-12,Yoga Mat,Sports & Fitness,South,Online,1,3084.25,3084.25,Credit Card,CUST00656
TXN0022799,2024-04-12,Jacket,Clothing,North,Online,1,3455.63,3455.63,UPI,CUST04060
TXN0043935,2024-04-12,Cycling Helmet,Sports & Fitness,West,Online,2,1625.54,3251.08,Cash,CUST00514
TXN0029970,2024-04-12,Headphones,Electronics,West,Offline,2,42782.23,85564.46,Cash,CUST07020
TXN0023589,2024-04-12,Sugar 1kg,Groceries,East,Online,1,231.3,231.3,UPI,CUST07222
TXN0017216,2024-04-12,Dumbbell Set,Sports & Fitness,East,Online,5,3692.69,18463.45,UPI,CUST06044
TXN0037394,2024-04-12,Dumbbell Set,Sports & Fitness,East,Offline,1,2206.09,2206.09,UPI,CUST07424
TXN0036218,2024-04-12,Sneakers,Clothing,East,Online,2,1787.89,3575.78,UPI,CUST08161
TXN0036237,2024-04-12,Pressure Cooker,Home & Kitchen,South,Online,2,7694.23,15388.46,Credit Card,CUST08986
TXN0013226,2024-04-12,Face Wash,Beauty & Personal Care,South,Online,2,1617.86,3235.72,UPI,CUST05338
TXN0036673,2024-04-12,Jacket,Clothing,South,Offline,1,2662.84,2662.84,UPI,CUST10620
TXN0040954,2024-04-12,Face Wash,Beauty & Personal Care,East,Offline,2,754.06,1508.12,Cash,CUST06549
TXN0039739,2024-04-12,Rice 5kg,Groceries,South,Online,2,691.37,1382.74,UPI,CUST01056
TXN0002296,2024-04-12,Sugar 1kg,Groceries,East,Online,1,460.41,460.41,UPI,CUST09092
TXN0019447,2024-04-12,Sunscreen,Beauty & Personal Care,East,Online,1,1325.13,1325.13,Net Banking,CUST09952
TXN0015736,2024-04-12,Jeans,Clothing,East,Online,1,1441.15,1441.15,Net Banking,CUST05507
TXN0027662,2024-04-12,Shampoo,Beauty & Personal Care,North,Offline,2,232.75,465.5,Credit Card,CUST02506
TXN0040060,2024-04-12,Rice 5kg,Groceries,East,Offline,1,211.15,211.15,Credit Card,CUST10704
TXN0000416,2024-04-12,Dumbbell Set,Sports & Fitness,West,Online,2,4706.02,9412.04,UPI,CUST09013
TXN0022858,2024-04-12,Laptop,Electronics,North,Online,3,42019.45,126058.35,UPI,CUST01563
TXN0019119,2024-04-12,Smartphone,Electronics,West,Online,1,30513.24,30513.24,Cash,CUST05026
TXN0006677,2024-04-12,Rice 5kg,Groceries,South,Online,2,851.53,1703.06,Net Banking,CUST04742
TXN0022852,2024-04-12,Mixer Grinder,Home & Kitchen,South,Online,1,7175.39,7175.39,UPI,CUST08214
TXN0035246,2024-04-12,Headphones,Electronics,North,Online,1,45369.52,45369.52,Net Banking,CUST08687
TXN0048094,2024-04-13,Smartphone,Electronics,West,Offline,5,39867.12,199335.6,Cash,CUST10101
TXN0044822,2024-04-13,Football,Sports & Fitness,West,Online,1,3378.19,3378.19,Cash,CUST08726
TXN0012376,2024-04-13,Lipstick,Beauty & Personal Care,North,Online,2,1835.62,3671.24,Credit Card,CUST04127
TXN0032327,2024-04-13,Dumbbell Set,Sports & Fitness,South,Offline,1,707.83,707.83,UPI,CUST11376
TXN0042437,2024-04-13,Cooking Oil 1L,Groceries,North,Online,2,345.12,690.24,Cash,CUST05151
TXN0038900,2024-04-13,Dumbbell Set,Sports & Fitness,West,Online,3,2604.7,7814.1,Credit Card,CUST03058
TXN0000983,2024-04-13,Perfume,Beauty & Personal Care,East,Offline,1,1444.96,1444.96,Credit Card,CUST03524
TXN0011591,2024-04-13,Formal Shirt,Clothing,North,Offline,1,3945.19,3945.19,Cash,CUST05110
TXN0047988,2024-04-13,Lipstick,Beauty & Personal Care,North,Online,1,292.42,292.42,UPI,CUST03995
TXN0047889,2024-04-13,Pressure Cooker,Home & Kitchen,South,Online,3,4349.72,13049.16,Credit Card,CUST04140
TXN0032150,2024-04-13,Sweater,Clothing,West,Offline,1,1370.86,1370.86,Net Banking,CUST05736
TXN0015574,2024-04-13,Sneakers,Clothing,North,Online,2,3842.2,7684.4,UPI,CUST02484
TXN0020543,2024-04-13,Tablet,Electronics,East,Offline,4,5481.08,21924.32,Cash,CUST07212
TXN0028452,2024-04-13,Headphones,Electronics,East,Online,1,21457.74,21457.74,UPI,CUST04220
TXN0018971,2024-04-13,Sweater,Clothing,East,Online,1,1639.76,1639.76,Credit Card,CUST10426
TXN0027822,2024-04-13,T-Shirt,Clothing,North,Offline,4,2933.02,11732.08,UPI,CUST05949
TXN0044377,2024-04-13,Wheat Flour 5kg,Groceries,East,Online,1,449.24,449.24,UPI,CUST02191
TXN0036555,2024-04-13,Non-stick Pan,Home & Kitchen,West,Online,1,2554.09,2554.09,Credit Card,CUST06604
TXN0003501,2024-04-13,T-Shirt,Clothing,North,Online,1,342.66,342.66,UPI,CUST10576
TXN0032025,2024-04-13,Dumbbell Set,Sports & Fitness,West,Offline,1,5177.02,5177.02,Credit Card,CUST02684
TXN0036016,2024-04-13,Dress,Clothing,East,Online,1,694.24,694.24,UPI,CUST09595
TXN0002364,2024-04-13,Perfume,Beauty & Personal Care,West,Online,3,1918.09,5754.27,Net Banking,CUST03938
TXN0049603,2024-04-13,Non-stick Pan,Home & Kitchen,North,Online,3,5092.86,15278.58,Net Banking,CUST07200
TXN0004716,2024-04-13,Bedsheet Set,Home & Kitchen,North,Offline,2,5193.6,10387.2,Credit Card,CUST06602
TXN0006202,2024-04-13,Sweater,Clothing,West,Online,2,3214.01,6428.02,UPI,CUST04051
TXN0022511,2024-04-13,Tea Powder,Groceries,North,Online,3,296.59,889.77,Cash,CUST09752
TXN0030394,2024-04-13,Shampoo,Beauty & Personal Care,North,Offline,5,1030.49,5152.45,Credit Card,CUST00481
TXN0006027,2024-04-13,Cycling Helmet,Sports & Fitness,East,Offline,1,1995.18,1995.18,UPI,CUST07504
TXN0048375,2024-04-13,Notebook Pack,Books & Stationery,East,Online,2,829.99,1659.98,UPI,CUST08075
TXN0024436,2024-04-13,Headphones,Electronics,North,Online,1,40204.69,40204.69,Credit Card,CUST07577
TXN0019492,2024-04-13,Wheat Flour 5kg,Groceries,North,Offline,2,494.99,989.98,UPI,CUST05966
TXN0041150,2024-04-13,Sneakers,Clothing,South,Offline,3,2746.57,8239.71,UPI,CUST02665
TXN0046776,2024-04-13,Jacket,Clothing,North,Offline,2,878.04,1756.08,Cash,CUST10154
TXN0034996,2024-04-13,Dress,Clothing,West,Online,3,573.67,1721.01,Credit Card,CUST03444
TXN0041184,2024-04-13,Football,Sports & Fitness,North,Online,1,5029.99,5029.99,Credit Card,CUST04156
TXN0038154,2024-04-13,Novel,Books & Stationery,North,Online,1,522.8,522.8,UPI,CUST11035
TXN0024809,2024-04-13,Smartphone,Electronics,West,Offline,2,20906.33,41812.66,UPI,CUST00517
TXN0021583,2024-04-13,Spices Pack,Groceries,South,Online,3,158.93,476.79,UPI,CUST01258
TXN0020177,2024-04-13,Bluetooth Speaker,Electronics,East,Offline,2,55827.55,111655.1,Credit Card,CUST08895
TXN0004709,2024-04-13,Jacket,Clothing,East,Online,5,2091.29,10456.45,UPI,CUST07791
TXN0049462,2024-04-13,Sunscreen,Beauty & Personal Care,West,Online,3,875.95,2627.85,Credit Card,CUST08108
TXN0030051,2024-04-13,Mixer Grinder,Home & Kitchen,West,Offline,2,621.63,1243.26,Credit Card,CUST06153
TXN0024323,2024-04-13,Sneakers,Clothing,West,Online,2,683.17,1366.34,Credit Card,CUST09444
TXN0012453,2024-04-13,Sugar 1kg,Groceries,North,Online,1,751.9,751.9,Cash,CUST08222
TXN0041812,2024-04-13,Mixer Grinder,Home & Kitchen,East,Offline,1,7639.04,7639.04,Cash,CUST08917
TXN0027997,2024-04-13,Mixer Grinder,Home & Kitchen,South,Offline,1,7734.9,7734.9,Net Banking,CUST09517
TXN0009869,2024-04-13,Bluetooth Speaker,Electronics,North,Offline,1,28496.55,28496.55,UPI,CUST00044
TXN0044838,2024-04-13,Smartphone,Electronics,East,Online,1,53189.26,53189.26,UPI,CUST08878
TXN0024383,2024-04-13,Sneakers,Clothing,West,Online,4,495.96,1983.84,UPI,CUST11635
TXN0020401,2024-04-13,Smartwatch,Electronics,South,Offline,1,39883.41,39883.41,UPI,CUST07238
TXN0037331,2024-04-14,Sweater,Clothing,West,Online,1,3535.25,3535.25,UPI,CUST03771
TXN0037770,2024-04-14,Sugar 1kg,Groceries,South,Offline,2,423.68,847.36,UPI,CUST04222
TXN0037743,2024-04-14,Vacuum Cleaner,Home & Kitchen,East,Online,1,7744.33,7744.33,Credit Card,CUST01193
TXN0020840,2024-04-14,Laptop,Electronics,North,Online,2,6815.93,13631.86,Cash,CUST09611
TXN0009342,2024-04-14,Coffee Jar,Groceries,East,Offline,2,495.28,990.56,Net Banking,CUST00061
TXN0032165,2024-04-14,Dumbbell Set,Sports & Fitness,South,Online,2,2848.1,5696.2,Credit Card,CUST10488
TXN0037701,2024-04-14,Cycling Helmet,Sports & Fitness,South,Offline,2,2930.89,5861.78,Net Banking,CUST09556
TXN0023435,2024-04-14,Jeans,Clothing,East,Online,1,3003.61,3003.61,Credit Card,CUST11441
TXN0003802,2024-04-14,Jeans,Clothing,North,Offline,1,3026.94,3026.94,Cash,CUST02017
TXN0023672,2024-04-14,Mixer Grinder,Home & Kitchen,North,Offline,5,6940.43,34702.15,Net Banking,CUST11154
TXN0045416,2024-04-14,Laptop,Electronics,East,Offline,1,33841.28,33841.28,Credit Card,CUST07921
TXN0009038,2024-04-14,Headphones,Electronics,West,Online,2,22744.53,45489.06,Credit Card,CUST03945
TXN0006460,2024-04-14,Sweater,Clothing,North,Online,1,2116.02,2116.02,UPI,CUST05172
TXN0037887,2024-04-14,Formal Shirt,Clothing,East,Online,1,1526.57,1526.57,Credit Card,CUST03904
TXN0039978,2024-04-14,Sugar 1kg,Groceries,West,Offline,1,690.63,690.63,Net Banking,CUST01929
TXN0009491,2024-04-14,Non-stick Pan,Home & Kitchen,North,Offline,2,3845.83,7691.66,UPI,CUST03099
TXN0046711,2024-04-14,Coffee Jar,Groceries,East,Online,1,799.72,799.72,UPI,CUST07050
TXN0036997,2024-04-14,Formal Shirt,Clothing,South,Online,2,3934.64,7869.28,UPI,CUST10071
TXN0035027,2024-04-14,Shampoo,Beauty & Personal Care,South,Online,1,1522.77,1522.77,UPI,CUST05402
TXN0018525,2024-04-14,Cooking Oil 1L,Groceries,North,Online,1,443.34,443.34,UPI,CUST03433
TXN0029497,2024-04-14,Cycling Helmet,Sports & Fitness,East,Online,1,5723.1,5723.1,Cash,CUST02491
TXN0027729,2024-04-14,Rice 5kg,Groceries,West,Online,1,339.16,339.16,UPI,CUST05101
TXN0004372,2024-04-14,Spices Pack,Groceries,East,Online,2,211.18,422.36,Credit Card,CUST02290
TXN0002446,2024-04-14,Bedsheet Set,Home & Kitchen,South,Online,1,7220.9,7220.9,Cash,CUST04114
TXN0015154,2024-04-14,Tea Powder,Groceries,East,Online,1,891.57,891.57,Credit Card,CUST06299
TXN0044794,2024-04-14,Sweater,Clothing,East,Offline,1,2510.32,2510.32,UPI,CUST03898
TXN0000605,2024-04-14,Vacuum Cleaner,Home & Kitchen,West,Online,2,5862.26,11724.52,Cash,CUST03511
TXN0030076,2024-04-14,Rice 5kg,Groceries,South,Online,1,445.71,445.71,Cash,CUST02368
TXN0035901,2024-04-14,Power Bank,Electronics,East,Online,1,49081.64,49081.64,UPI,CUST03329
TXN0043932,2024-04-14,Jeans,Clothing,West,Offline,5,1205.89,6029.45,UPI,CUST06259
TXN0025491,2024-04-14,Rice 5kg,Groceries,North,Online,1,834.53,834.53,Credit Card,CUST05340
TXN0023752,2024-04-14,Sweater,Clothing,West,Online,3,3880.25,11640.75,UPI,CUST07844
TXN0007734,2024-04-14,Spices Pack,Groceries,North,Online,5,835.51,4177.55,Net Banking,CUST07690
TXN0041824,2024-04-14,Running Shoes,Sports & Fitness,East,Online,1,4134.02,4134.02,Credit Card,CUST02040
